ID,Idade,Renda_Mensal,Num_Compras,Gasto_Total,Satisfacao,Regiao
559,67,2797.32,13,4957.95,,Nordeste
560,52,8164.99,13,2172.09,Baixa,Sul
561,50,8827.68,2,515.19,,Sudeste
562,50,8797.71,4,1295.8,Media,Norte
563,68,7372.74,6,1587.03,,Sul
564,60,3345.56,5,865.12,Media,Norte
565,54,7428.71,3,865.03,Baixa,Sul
566,29,2659.81,1,310.41,,Sudeste
567,20,2643.8,4,1303.79,,Sudeste
568,18,4603.47,2,486.63,,Centro-Oeste
569,50,5676.18,5,1454.57,Baixa,Nordeste
570,57,7507.65,3,788.01,Baixa,Centro-Oeste
571,27,6941.42,9,2862.13,Media,Nordeste
572,60,5398.37,6,1775.34,Alta,Sudeste
573,61,4278.57,18,5065.9,Baixa,Sul
574,46,8981.31,6,1274.29,,Norte
575,30,5270.18,19,2859.59,Media,Sudeste
576,120,5434.02,12,2322.25,,Sudeste
577,48,3563.55,11,1971.93,,Sul
578,63,7666.26,2,524.54,Baixa,Sudeste
579,19,7008.93,15,4545.97,Alta,Sudeste
580,68,3935.0,12,2439.26,,Sul
581,67,3035.48,12,4617.17,Baixa,Sudeste
582,52,6923.25,9,1365.03,Media,Nordeste
583,40,6754.32,2,686.15,,Nordeste
584,34,4276.19,3,918.9,Media,Nordeste
585,43,8680.61,12,2920.66,Baixa,Nordeste
586,25,3481.88,16,2601.96,Baixa,Sudeste
587,46,5310.18,1,306.87,Baixa,Norte
588,43,8633.5,3,739.21,Baixa,Nordeste
589,27,5228.23,2,768.13,Baixa,Nordeste
590,43,6650.42,9,2569.48,Alta,Sudeste
591,51,5084.36,19,7313.34,Media,Centro-Oeste
592,68,4282.4,15,3076.81,Alta,Sudeste
593,58,8895.85,18,5965.77,Media,Sul
594,24,5160.67,11,3347.43,,Nordeste
595,21,8311.64,16,5357.63,,Sul
596,67,3994.7,17,3462.34,Media,Nordeste
597,62,3885.18,5,1581.24,,Centro-Oeste
598,28,2702.37,12,3294.12,,Norte
599,46,6735.83,11,3692.77,,Centro-Oeste
600,53,4895.42,15,3476.42,Alta,Sudeste
601,42,8118.33,100,1117.54,Alta,Sudeste
602,38,5575.86,1,171.08,Baixa,Sul
603,53,8793.26,16,5628.76,Media,Sul
604,27,3705.92,2,730.66,,Sudeste
605,54,8146.05,2,708.63,Media,Sudeste
606,26,7547.88,3,834.54,Baixa,Sudeste
607,41,7510.99,8,2076.77,Baixa,Nordeste
608,52,7991.09,15,5985.98,,Centro-Oeste
609,66,7446.66,7,1451.05,Baixa,Nordeste
610,52,6570.43,6,1720.31,,Norte
611,65,3353.09,9,2859.02,Baixa,Nordeste
612,53,2711.42,1,325.22,Baixa,Sudeste
613,35,8485.51,8,1608.05,,Nordeste
614,66,6508.23,3,940.5,Baixa,Sul
615,56,7677.49,4,1418.37,Baixa,Sudeste
616,49,5629.9,15,2437.57,Baixa,Centro-Oeste
617,41,3262.5,6,2267.28,Media,Nordeste
618,40,3313.71,15,2360.64,Alta,Sudeste
619,49,6956.17,3,716.98,Media,Sul
620,54,5296.99,14,2155.35,Baixa,Sul
621,29,3803.41,14,2370.01,Alta,Nordeste
622,66,5695.36,4,1511.17,Media,Sudeste
623,30,2917.36,12,2864.58,Media,Centro-Oeste
624,40,6282.81,17,4355.28,Media,Norte
625,42,4248.46,7,1426.85,,Sul
626,52,7684.13,9,2693.47,Baixa,Norte
627,58,4517.35,3,896.1,Baixa,Centro-Oeste
628,47,5458.93,13,3159.65,Alta,Nordeste
629,34,2575.53,15,3498.88,Media,Sul
630,66,2970.9,18,6682.34,Baixa,Norte
631,37,5051.21,19,50000.0,Media,Sul
632,65,5619.6,1,273.38,Baixa,Norte
633,42,6400.13,6,1324.96,Media,Sudeste
634,39,4395.81,2,693.38,Baixa,Sudeste
635,30,7017.38,14,3491.07,Alta,Nordeste
636,36,8090.8,6,1670.42,Media,Centro-Oeste
637,66,7569.03,14,2986.75,Baixa,Sul
638,53,2757.52,4,1587.66,Alta,Centro-Oeste
639,29,5623.3,8,1782.99,Alta,Norte
640,58,3182.05,3,1028.06,Baixa,Nordeste
641,36,4073.29,19,4880.6,Media,Sudeste
642,29,8913.31,14,2821.76,,Sudeste
643,26,3426.22,17,5948.8,Alta,Nordeste
644,24,5742.77,8,1867.21,Alta,Sul
645,45,6518.01,14,5128.18,Baixa,Centro-Oeste
646,31,7066.02,6,2272.89,,Norte
647,48,6137.72,16,5839.3,,Centro-Oeste
648,69,2563.51,19,3016.29,,Sudeste
649,36,4622.0,14,4855.81,Baixa,Nordeste
650,64,5865.13,19,4803.86,Media,Sudeste
651,33,3071.13,3,1105.29,Alta,Sudeste
652,22,4779.08,10,3094.89,Baixa,Norte
653,52,2715.82,19,6809.8,,Sul
654,120,3010.76,9,2473.72,Alta,Sul
655,42,5080.0,13,3688.83,Alta,Norte
656,69,3362.65,7,1302.68,,Nordeste
657,38,6189.02,14,4843.96,,Centro-Oeste
658,53,6981.52,9,2293.63,Alta,Nordeste
659,40,7703.81,19,5225.38,Alta,Centro-Oeste
660,33,3800.98,15,5194.12,Media,Sul
661,56,3588.64,14,4195.96,Media,Sudeste
662,62,3179.69,6,1201.65,Baixa,Sudeste
663,59,6636.8,4,1190.23,Alta,Nordeste
664,56,7092.09,8,2015.27,Media,Norte
665,31,2705.31,17,4545.48,Alta,Centro-Oeste
666,48,8585.38,9,1413.7,,Sudeste
667,22,2837.81,1,202.51,Media,Nordeste
668,52,6018.43,14,3083.63,,Norte
669,40,7108.89,11,3610.64,,Sul
670,46,8161.3,3,458.62,,Norte
671,60,7141.57,9,2269.75,Baixa,Sul
672,28,7711.23,14,5334.09,,Nordeste
673,35,4706.43,9,1601.73,Baixa,Norte
674,64,7796.36,4,1116.42,Alta,Nordeste
675,29,3020.75,4,1386.52,Alta,Sul
676,26,8316.31,8,3085.06,Media,Sudeste
677,27,6059.35,2,673.39,Media,Sudeste
678,61,7812.44,9,2971.27,Baixa,Sul
679,34,5440.07,14,4992.71,Alta,Centro-Oeste
680,55,6683.26,9,2353.95,Media,Centro-Oeste
681,24,5921.62,16,5623.38,Media,Sudeste
682,63,7255.33,17,2583.85,Media,Sudeste
683,30,3030.59,16,6098.24,Alta,Norte
684,57,2892.29,12,3129.92,Media,Norte
685,59,4106.17,3,865.04,Alta,Sudeste
686,26,3537.04,11,-1000.0,,Centro-Oeste
687,67,8166.59,14,4698.86,,Norte
688,44,3924.89,18,3044.86,,Sul
689,19,8843.12,5,1840.79,Baixa,Norte
690,22,4689.82,16,5712.47,Alta,Norte
691,46,3683.77,5,1020.08,Media,Norte
692,54,7633.04,3,1056.99,Baixa,Nordeste
693,55,6781.6,12,4159.07,Baixa,Sul
694,36,5738.27,1,308.05,,Sudeste
695,25,6109.86,9,2190.42,Alta,Centro-Oeste
696,65,7174.81,9,1960.87,Media,Centro-Oeste
697,62,3984.96,4,831.78,Baixa,Sudeste
698,18,8976.17,3,688.96,Media,Nordeste
699,39,8836.16,17,6390.12,,Centro-Oeste
700,69,6727.12,2,338.82,Alta,Norte
701,34,3797.03,1,357.22,Media,Centro-Oeste
702,24,6921.48,8,1897.78,Media,Sul
703,42,2969.29,13,3645.2,Baixa,Sul
704,62,2699.24,15,5229.32,Media,Sudeste
705,21,4174.94,8,2968.75,Alta,Nordeste
706,53,5507.05,12,2834.34,Alta,Nordeste
707,23,8143.77,12,3185.53,Media,Centro-Oeste
708,48,7226.6,14,3550.81,Baixa,Nordeste
709,36,7327.59,15,2299.69,Baixa,Nordeste
710,61,5265.71,15,3359.79,,Centro-Oeste
711,56,4748.58,9,2383.18,Alta,Sul
712,44,4911.75,19,4802.69,,Norte
713,27,8919.72,200,2643.86,Baixa,Sudeste
714,43,2760.71,19,4677.82,,Sul
715,36,8135.7,6,1634.06,Baixa,Nordeste
716,56,6261.39,19,4890.64,,Nordeste
717,20,5351.0,4,1340.63,,Centro-Oeste
718,62,7214.17,7,2560.2,Alta,Sudeste
719,30,5663.35,4,1131.89,Alta,Norte
720,67,8177.25,12,4168.3,,Centro-Oeste
721,45,8354.56,13,2914.56,Baixa,Centro-Oeste
722,37,5241.19,3,856.03,Baixa,Norte
723,45,4299.38,12,2835.69,Alta,Norte
724,25,6350.28,2,507.1,Alta,Nordeste
725,58,8430.36,2,666.21,Media,Centro-Oeste
726,56,3869.3,9,3333.74,Alta,Sul
727,18,6549.28,1,180.37,Baixa,Sul
728,20,6605.14,8,2469.28,Alta,Centro-Oeste
729,30,7265.23,6,1773.22,Media,Norte
730,45,3355.19,6,1077.62,,Sudeste
731,66,7152.86,18,3653.52,,Norte
732,42,8408.71,17,3871.76,Baixa,Norte
733,50,3667.94,12,2300.79,Media,Sudeste
734,55,4044.03,6,1265.59,,Norte
735,23,8814.07,8,1735.2,,Sudeste
736,61,3676.35,19,4444.45,Alta,Centro-Oeste
737,62,8053.5,10,3373.48,,Sudeste
738,49,5699.81,1,292.98,Baixa,Sul
739,62,4107.0,13,5155.3,,Sudeste
740,64,8159.87,17,4312.63,Baixa,Norte
741,38,5394.48,3,1015.4,Baixa,Centro-Oeste
742,33,5846.31,8,2942.94,Alta,Sudeste
743,38,4835.02,14,4476.42,Media,Norte
744,28,6354.18,3,758.9,Baixa,Sudeste
745,54,3562.91,16,5414.38,,Centro-Oeste
746,53,5042.03,13,2611.92,,Centro-Oeste
747,52,8801.18,17,3942.1,Baixa,Sul
748,36,4177.87,13,3726.73,,Centro-Oeste
749,37,6768.79,6,1763.11,Alta,Norte
750,35,4613.74,17,2644.1,,Centro-Oeste
751,64,7527.58,14,5407.9,Alta,Centro-Oeste
752,58,3350.68,17,5510.67,Baixa,Norte
753,66,8803.84,8,2191.41,Baixa,Norte
754,31,5449.63,11,4216.1,Baixa,Centro-Oeste
755,32,4034.33,1,259.77,Alta,Centro-Oeste
756,48,2977.73,7,2765.76,,Sudeste
757,18,3603.43,17,4727.21,Alta,Centro-Oeste
758,20,5878.53,10,1785.71,,Sul
759,33,50000.0,11,3753.2,,Sul
760,40,7887.74,9,2877.52,Alta,Sul
761,28,5300.77,9,3089.22,Media,Sul
762,29,4116.64,5,1939.3,Baixa,Centro-Oeste
763,27,6511.44,17,5850.08,,Sudeste
764,49,7094.05,9,2725.51,,Norte
765,33,3585.77,17,6193.56,Alta,Centro-Oeste
766,25,3589.52,19,6047.92,Media,Nordeste
767,55,2738.36,7,1764.21,Baixa,Centro-Oeste
768,29,7286.61,9,3342.64,Media,Sul
769,41,6814.73,7,1438.33,Baixa,Nordeste
770,45,5585.1,13,4272.58,,Centro-Oeste
771,25,7987.11,11,4074.3,,Sudeste
772,45,7736.86,14,4659.61,Alta,Sudeste
773,53,6304.8,19,6162.06,Alta,Nordeste
774,43,8143.76,11,3719.76,Media,Norte
775,25,3837.97,13,3461.43,Media,Nordeste
776,67,3227.48,14,5159.6,Baixa,Sudeste
777,45,4253.37,13,2611.17,Alta,Nordeste
778,45,2871.06,1,181.85,,Sul
779,54,5952.6,8,1771.02,Alta,Sul
780,58,8587.94,12,3394.73,Media,Norte
781,53,2755.73,19,5275.17,Alta,Nordeste
782,44,3293.71,12,4261.8,,Nordeste
783,34,5439.29,8,2009.14,Alta,Nordeste
784,26,8570.19,8,2168.69,Media,Nordeste
785,50,4555.01,13,1993.44,,Norte
786,37,5797.03,12,3029.22,Baixa,Sudeste
787,30,2770.22,16,4991.1,Baixa,Centro-Oeste
788,45,3464.23,1,153.88,,Norte
789,65,8913.1,13,2862.87,,Sudeste
790,46,8773.27,7,1413.92,,Sudeste
791,30,2532.11,5,802.48,Media,Sudeste
792,63,8686.78,8,2158.52,,Nordeste
793,52,6654.28,14,2736.03,Media,Norte
794,23,8141.47,13,4365.02,,Sudeste
795,35,5455.81,15,5429.73,Media,Centro-Oeste
796,68,5851.37,17,4868.74,Media,Centro-Oeste
797,22,5677.5,15,5931.4,Alta,Sul
798,64,6834.62,18,4727.15,Baixa,Sudeste
799,42,3407.73,18,5010.16,,Norte
800,19,2694.83,2,794.61,Baixa,Nordeste
801,27,4501.54,4,831.55,Baixa,Sul
802,47,7080.42,1,385.64,Alta,Sudeste
803,67,3812.05,4,642.84,Baixa,Nordeste
804,62,6877.31,18,4708.74,Baixa,Norte
805,22,8804.43,5,837.5,,Norte
806,50,3110.35,19,6313.87,Media,Sul
807,18,6871.91,15,4531.53,,Sul
808,35,5384.38,8,2613.27,,Sudeste
809,49,8142.92,17,4141.54,Baixa,Nordeste
810,64,3651.47,1,242.37,Baixa,Centro-Oeste
811,66,7002.07,12,1935.96,,Nordeste
812,28,7947.75,19,4512.24,,Norte
813,38,8639.99,15,5734.83,Baixa,Norte
814,43,6941.11,9,2203.26,Media,Sudeste
815,42,5731.64,7,2504.89,Media,Centro-Oeste
816,39,6516.01,2,721.16,,Sudeste
817,44,8147.88,9,2189.79,Media,Norte
818,66,6208.96,10,3079.97,,Norte
819,30,2697.52,2,347.69,Alta,Nordeste
820,50,8551.17,19,3342.47,Baixa,Centro-Oeste
821,51,6981.92,11,1783.81,,Nordeste
822,58,6897.34,13,3838.3,,Nordeste
823,52,3901.89,10,2565.18,,Sudeste
824,18,6782.76,14,4018.11,Media,Nordeste
825,38,5060.12,18,5044.83,,Sul
826,65,6733.01,19,4513.46,Alta,Sul
827,23,3192.85,9,2874.32,Media,Nordeste
828,45,6775.99,7,2377.38,Baixa,Centro-Oeste
829,34,8996.19,3,460.97,Alta,Nordeste
830,22,2813.38,6,1210.86,,Norte
831,48,8851.63,2,656.62,Alta,Norte
832,22,5144.9,6,1479.93,,Centro-Oeste
833,55,8159.9,3,946.86,Alta,Sudeste
834,20,7585.51,16,3787.85,Media,Sul
835,40,6185.61,8,1981.51,,Sul
836,54,7299.92,2,379.34,Media,Sudeste
837,54,8210.35,17,3647.48,Alta,Nordeste
838,27,5126.91,9,2712.18,,Centro-Oeste
839,27,4625.72,12,3099.49,Baixa,Nordeste
840,36,6839.36,3,1030.73,Baixa,Sudeste
841,34,7751.0,11,3994.61,,Centro-Oeste
842,38,7454.85,1,285.41,Alta,Sul
843,31,7685.79,13,4414.37,Baixa,Sul
844,26,5331.29,15,3400.89,,Nordeste
845,63,7815.92,5,1268.71,Baixa,Norte
846,18,3281.36,17,5579.31,,Sudeste
847,68,6039.18,6,1479.32,Alta,Sudeste
848,62,2537.43,11,3268.39,Alta,Nordeste
849,30,4609.81,18,3534.18,Media,Sudeste
850,21,4882.0,4,1199.77,Baixa,Sul
851,18,5075.12,3,1096.14,Media,Nordeste
852,66,7020.54,13,4773.08,Alta,Sul
853,57,5025.63,9,2979.77,,Centro-Oeste
854,49,5416.51,6,2018.63,Alta,Centro-Oeste
855,51,4044.04,12,3473.78,Alta,Norte
856,45,4926.14,2,592.33,,Sudeste
857,48,3977.25,3,550.24,Media,Centro-Oeste
858,25,2975.77,3,782.89,Baixa,Sudeste
859,56,6422.42,12,3152.33,Alta,Sul
860,43,6843.38,15,5844.37,Alta,Nordeste
861,51,6526.69,9,2319.95,Baixa,Centro-Oeste
862,20,5512.71,8,2298.69,Alta,Nordeste
863,67,4968.61,11,3116.44,Baixa,Centro-Oeste
864,29,8111.67,16,4947.05,Baixa,Sudeste
865,18,5874.03,4,1348.23,Baixa,Centro-Oeste
866,61,5614.68,1,206.26,,Centro-Oeste
867,22,2666.67,7,1975.27,Media,Sul
868,47,4718.11,2,712.96,Media,Norte
869,47,4971.27,5,1328.89,,Sul
870,34,5092.35,7,1537.3,Media,Nordeste
871,65,6271.12,4,1254.71,Media,Sudeste
872,64,5968.42,5,1779.71,Media,Sudeste
873,40,6451.38,1,165.79,Alta,Centro-Oeste
874,32,7471.74,1,344.2,,Sudeste
875,54,7784.41,15,5331.18,Media,Norte
876,38,7167.8,19,5042.23,,Norte
877,31,8710.9,10,3958.26,Media,Centro-Oeste
878,19,2618.51,18,6240.19,Media,Centro-Oeste
879,28,3772.56,3,1030.25,,Nordeste
880,68,2549.16,11,3706.56,Baixa,Centro-Oeste
881,56,6708.59,15,2814.78,,Sul
882,55,8337.2,11,2247.38,Baixa,Sul
883,51,4082.63,17,4521.96,Alta,Sul
884,55,8525.72,17,3672.02,,Norte
885,67,2891.74,6,1522.86,Baixa,Sudeste
886,51,8573.83,5,1860.58,Media,Nordeste
887,35,4785.55,8,2848.65,Alta,Centro-Oeste
888,47,3159.24,2,615.02,,Nordeste
889,32,5658.17,16,5832.48,Baixa,Norte
890,44,4169.05,12,4151.32,Baixa,Centro-Oeste
891,68,4351.67,6,1543.48,,Centro-Oeste
892,51,4497.38,1,200.27,Baixa,Norte
893,69,7719.67,4,1114.2,,Sudeste
894,55,6004.55,17,5678.97,Baixa,Centro-Oeste
895,50,4523.5,13,3368.36,Media,Sudeste
896,41,6467.17,18,5700.47,,Norte
897,32,7154.98,5,867.91,,Nordeste
898,47,4272.06,3,1011.0,Alta,Centro-Oeste
899,59,5188.07,11,3884.96,Media,Sudeste
900,68,3292.26,13,4247.22,,Centro-Oeste
901,34,3677.47,4,1567.26,Baixa,Sudeste
902,22,6927.27,14,4993.28,Baixa,Centro-Oeste
903,46,3679.35,11,4133.51,Baixa,Centro-Oeste
904,21,5913.56,10,3833.93,Alta,Centro-Oeste
905,27,7108.8,19,6656.4,,Nordeste
906,34,3194.7,18,5734.16,Baixa,Centro-Oeste
907,27,6187.53,6,908.58,Alta,Sudeste
908,34,4167.66,15,3996.85,Alta,Nordeste
909,37,8759.02,10,2927.91,,Sul
910,41,5643.05,5,1130.04,Baixa,Sudeste
911,22,7738.95,5,1147.63,Media,Sudeste
912,51,6076.47,10,3902.9,Baixa,Sul
913,23,2782.18,5,1864.64,Media,Nordeste
914,19,6615.48,3,1086.88,Media,Centro-Oeste
915,30,8684.12,6,1509.02,Baixa,Sudeste
916,60,6410.48,4,613.7,Media,Sul
917,60,7824.73,18,3061.0,Alta,Centro-Oeste
918,65,8247.34,9,2052.44,Alta,Nordeste
919,28,3982.52,17,2616.91,Baixa,Sudeste
920,68,3878.29,13,2005.74,,Centro-Oeste
921,64,6471.38,15,5687.26,Alta,Centro-Oeste
922,40,5171.69,17,5551.17,Baixa,Norte
923,33,7959.1,13,2954.11,Media,Sul
924,48,8350.15,16,2930.58,Alta,Centro-Oeste
925,28,4797.24,4,1111.64,Baixa,Nordeste
926,33,4039.66,5,756.68,Baixa,Norte
927,120,7573.42,5,1923.02,,Centro-Oeste
928,21,4286.24,9,2283.33,Media,Centro-Oeste
929,57,7846.99,17,4259.92,Media,Nordeste
930,21,5254.3,13,3219.43,Media,Norte
931,42,6839.07,2,334.66,Baixa,Norte
932,20,3120.98,13,4024.55,Baixa,Sul
933,49,6555.09,19,6331.77,Media,Centro-Oeste
934,20,5436.49,3,957.09,Baixa,Sul
935,44,6312.96,10,1846.09,,Norte
936,46,3592.09,2,589.42,Baixa,Sul
937,49,7289.68,13,3800.82,Baixa,Nordeste
938,67,8108.18,19,6974.95,Alta,Sudeste
939,68,3908.81,17,4161.29,,Nordeste
940,36,3122.14,14,3400.2,Alta,Norte
941,38,2653.65,12,3655.58,Media,Nordeste
942,22,6672.81,12,3699.22,Media,Norte
943,35,6446.11,11,2940.53,,Nordeste
944,45,6053.53,7,1825.35,Baixa,Centro-Oeste
945,59,4007.66,4,1094.15,Alta,Centro-Oeste
946,39,5040.89,19,6939.97,,Nordeste
947,38,6364.1,1,265.29,Alta,Sul
948,23,5728.98,3,1154.95,Baixa,Norte
949,18,8920.61,13,3588.01,Alta,Centro-Oeste
950,22,3386.86,15,5809.5,,Norte
951,58,7018.44,2,716.42,Baixa,Centro-Oeste
952,29,5128.07,11,2646.69,Baixa,Sudeste
953,43,5283.3,4,1463.64,,Nordeste
954,63,7164.39,19,3372.8,Baixa,Centro-Oeste
955,51,7000.83,17,6481.45,Alta,Nordeste
956,66,-5000.0,3,923.73,Media,Sudeste
957,31,3334.56,18,2944.76,,Norte
958,43,3176.71,8,2488.51,Alta,Nordeste
959,62,7208.2,19,7477.68,Baixa,Centro-Oeste
960,44,6259.51,5,837.25,Media,Sudeste
961,26,4282.04,7,2020.7,Alta,Centro-Oeste
962,43,3016.23,8,2695.59,,Sudeste
963,64,3056.78,5,1762.82,Baixa,Sudeste
964,39,8312.24,17,4308.77,,Centro-Oeste
965,64,3747.14,5,1005.21,Alta,Nordeste
966,47,4601.92,4,642.34,Media,Norte
967,60,3973.27,19,5603.7,Alta,Norte
968,65,4807.48,2,526.46,Alta,Sudeste
969,34,2951.25,11,4259.05,Baixa,Centro-Oeste
970,43,5873.89,13,2146.97,,Sudeste
971,53,2939.48,15,4820.23,Alta,Norte
972,18,7702.32,12,1874.9,Alta,Sudeste
973,25,4019.13,11,2121.44,Media,Sudeste
974,66,6010.08,7,1843.76,Media,Norte
975,52,8220.51,5,1318.59,,Nordeste
976,69,6730.7,17,5464.23,,Sudeste
977,32,5964.23,9,3397.98,Baixa,Nordeste
978,64,4608.17,14,4336.61,,Sudeste
979,39,4664.51,12,4660.61,Media,Centro-Oeste
980,31,6851.67,6,2222.42,,Sudeste
981,43,8961.91,17,5034.12,Alta,Sudeste
982,45,6801.95,19,6810.51,,Sul
983,40,6125.59,19,5902.24,,Centro-Oeste
984,31,7249.23,16,2714.23,Baixa,Centro-Oeste
985,41,5523.84,12,4021.69,Alta,Nordeste
986,19,2890.93,12,2084.73,Baixa,Nordeste
987,62,6154.93,6,1791.12,Media,Sudeste
988,43,8724.56,4,1302.64,,Norte
989,31,3639.47,6,999.79,,Sudeste
990,68,6985.03,11,2284.69,Media,Sul
991,24,3806.07,1,378.92,Baixa,Sudeste
992,20,5982.88,15,4561.18,Alta,Sul
993,64,3128.4,11,2327.29,Baixa,Sudeste
994,40,5427.41,19,6130.73,Baixa,Nordeste
995,63,7415.06,18,5385.49,Alta,Sudeste
996,60,4759.21,17,4681.7,,Nordeste
997,64,6821.93,19,7486.89,Baixa,Norte
998,62,7670.42,14,4492.09,Media,Norte
999,35,8526.66,18,4389.48,Alta,Centro-Oeste
1000,55,4025.17,19,6650.35,,Sudeste
